Target value of 0 = negative
Target value of 1 = positive
Target value of u = unclassified(Advanced Classification Method)

Well,Target 1,Target 2,Target 3,Target 4,Target 5,Count,Ch1 Mean,Ch1 StdDev,Ch2 Mean,Ch2 StdDev,Ch3 Mean,Ch3 StdDev,Ch4 Mean,Ch4 StdDev,Ch5 Mean,Ch5 StdDev,Ch6 Mean,Ch6 StdDev,Cluster ID
C11,1,1,0,0,1,1,7026.46337890625,0,5048.005859375,0,28.1292915344238,0,36.1768264770508,0,-4.25342655181885,0,3076.73266601563,0,16,
C11,1,0,1,0,1,2,7676.15795898438,161.616367340035,1031.05242919922,147.854111714351,369.35417175293,17.5616814025617,49.9668121337891,6.86439315375957,543.132522583008,372.661738604562,2292.87335205078,566.452521868721,17,
C11,1,1,1,0,1,4,7255.36462402344,371.503255516961,4971.54223632813,294.029319970782,308.139846801758,47.1285938251695,9.50281739234924,38.5869728541477,235.498346328735,176.911750885905,2041.36450195313,325.267497770467,18,
C11,0,0,0,1,1,1,770.321472167969,0,855.852294921875,0,-148.954360961914,0,24.7885208129883,0,3676.865234375,0,1481.037109375,0,19,
C11,1,0,0,1,1,11,7311.12926136364,420.972934474093,1124.72362726385,129.192040119218,66.121670701287,59.2094110198255,12.6829423904419,46.3169429419214,4203.25077681108,340.316356764883,2524.30305619673,657.826122241052,20,
C11,1,1,0,1,1,6,6776.91552734375,456.249386309381,4632.07926432292,259.063649575966,91.5505263010661,44.7160808014288,4.31238520145416,43.7024099423639,3700.93790690104,521.820530676872,1740.38793945313,383.092722712139,21,
C11,0,0,1,1,1,6,793.174926757813,30.9522981487023,987.302419026693,60.5217376241227,315.879160563151,27.0586071442655,-2.80275559425354,24.3082615380728,4406.24637858073,336.255195839754,954.967844645182,64.8729116942012,22,
C11,1,0,1,1,1,62,7264.32302167339,468.558827785303,1140.78659451392,112.408612593905,279.935761236375,83.6704933360438,14.3908276924443,31.970290994583,3905.38234390751,407.931731598461,2232.65978610131,615.520060055126,23,
C11,1,1,1,1,1,127,7298.05483744464,436.644156126728,4928.46207938607,315.290038831186,247.397029005636,49.3639206038077,16.9150616214501,44.4059725556808,3622.0832769439,477.692406034706,1962.24875526729,465.354983883399,24,
C12,0,0,0,0,0,10292,287.633357586585,45.6666139536333,1002.2686927579,108.335143849034,916.382354238179,84.645508143531,123.647005475304,55.0666722408649,547.070312968498,84.9205415049556,466.548755155016,69.2386501638861,1,
C12,1,0,0,0,0,17,3399.98824534697,840.188942645405,1046.94100054573,246.577915590088,968.265915814568,124.516468900007,119.06122342278,59.663889149669,553.531860351563,74.9584529660329,477.648026410271,53.2577844529264,2,
C12,0,1,0,0,0,124,524.523569414693,71.9380947277516,4552.91835071195,693.956253098601,907.857674383348,83.3718185246073,125.19254523708,56.1739004519519,533.912067782494,86.4228164856264,463.361117947486,75.3227480403226,3,
C12,1,1,0,0,0,6,2632.08294677734,484.459628996463,3932.48258463542,451.680490402031,976.787994384766,142.665933579697,107.053554534912,20.6525475431835,640.031829833984,187.229014369461,503.947672526042,107.661995204187,4,
C12,0,0,1,0,0,22,295.846843372692,32.1711736866797,1128.79019442472,157.758391124345,5642.44569535689,3401.26507650492,63.9475721879439,93.9259584707086,541.4193129106,97.7139683023735,515.814465609464,177.135858014666,5,
C12,1,0,1,0,0,6,3488.3046875,539.126646485148,1187.84657796224,112.207167024201,3828.12709554036,2141.58408438319,28.7627956072489,28.8571238986354,520.56938680013,31.6914273931669,568.923838297526,171.479299547669,6,
C12,0,1,1,0,0,5,601.588842773437,59.2642943087672,4009.65849609375,1643.39419562873,2568.56943359375,1291.72439685522,78.4720546722412,43.7853889733727,690.897412109375,118.918895239536,514.507177734375,84.4942783700118,7,
C12,1,1,1,0,0,5,3198.17036132813,296.830707670461,4073.67534179687,456.829157763969,1895.07192382812,890.051945665025,109.958623504639,38.5269567986576,595.157995605469,161.043133594398,594.282415771484,69.6170939428466,8,
C12,0,0,0,1,0,15,329.629243977865,53.1318854958875,989.297904459635,124.64164204632,929.053995768229,103.177391824733,135.232703908284,42.0409081248756,2672.15029296875,1711.65581775943,708.250596110026,220.207695473144,9,
C12,1,0,0,1,0,30,3209.09813639323,659.076804816638,945.748689778646,128.330437879495,979.912548828125,140.968078054374,124.613782864809,73.703440188845,3486.92302652995,1260.73055654155,842.110703531901,133.034874301374,10,
C12,0,1,0,1,0,1,714.41455078125,0,3995.57470703125,0,1298.49877929688,0,91.7471389770508,0,1828.33740234375,0,622.891723632813,0,11,
C12,1,1,0,1,0,30,2809.53967692057,405.243302886809,3814.15374348958,360.570693729112,1147.86135660807,115.367372135536,101.472433853149,64.6882023265718,1527.28470052083,472.474616535754,669.043559773763,127.554271067539,12,
C12,0,0,1,1,0,2,329.97200012207,153.278061804623,1050.38430786133,300.680715359514,6107.04309082031,5059.76316713586,7.88665008544922,193.901883705532,1608.87976074219,712.239692789336,267.612152099609,913.495515072151,13,
C12,1,0,1,1,0,36,3026.20330471463,513.974785441506,988.537038167318,136.623118023748,2550.77725558811,1732.28399087418,95.35082382626,63.2995840286667,3202.92495049371,1047.00569105111,816.462827894423,143.583938583544,14,
C12,0,1,1,1,0,1,943.689514160156,0,3465.93701171875,0,1687.61291503906,0,208.555145263672,0,1007.51721191406,0,559.984680175781,0,15,
C12,1,1,1,1,0,55,3145.37271395597,456.871687904738,4323.26753817472,458.652051056969,1733.4097989169,310.612068204024,88.3173337340355,71.4822499176065,2092.86790105646,685.449064321676,808.229356245561,124.781505225741,16,
C12,0,0,0,0,1,48,300.656322479248,39.9871569920674,1016.34597015381,111.628192939282,890.533449808756,74.8280456266385,140.213174194098,69.4658232452228,269.875810424487,118.076249688564,2718.05629730225,1106.24929237053,17,
C12,0,1,0,0,1,8,639.656589508057,240.177429179414,5008.12426757813,889.698955261836,932.494155883789,132.531849257507,78.5560178756714,71.0147894930436,333.238881826401,143.997201681795,2056.60311889648,1001.49547596747,18,
C12,0,0,1,0,1,8,281.426635742188,22.4210280321979,1138.72166442871,75.3303894789359,6049.33541870117,2887.0368001443,60.4189431667328,83.2570335171654,273.837889194489,107.715429510064,2299.5235748291,823.593111543117,19,
C12,1,0,1,0,1,4,3413.93511962891,746.080279293674,1280.16119384766,165.70218003299,6965.82403564453,3409.12514916784,42.3980827331543,157.603084581943,295.402824401855,107.590187670129,2808.09707641602,1244.63093388081,20,
C12,0,1,1,0,1,2,585.299621582031,0.886645612347194,5443.90747070313,161.353964432954,4837.88513183594,3366.36154330321,-70.5620565414429,114.493187151843,315.665031433105,249.21730126484,1542.15985107422,731.015915542163,21,
C12,0,0,0,1,1,4,338.114936828613,104.08661924749,997.876052856445,132.966814533113,845.415145874023,84.7974461201161,111.91398525238,58.1361529628355,3501.83996582031,1060.88735641174,1092.41857910156,49.9931517441105,22,
